sentence	label
"민주당 [SEP] 김대중 [SEP] 김 예비후보는 “김대중 대통령과 김근태 의장, 박원순 서울시장과 함께 일했고, 문재인 대통령을 만들었던 경험과 열정을 모두 바치겠다”며, ""21대 총선 더불어민주당 경선 후보로서 목포시민과 당원에게 4가지 다짐을 약속했다."	0
"김하일 [SEP] 시흥시 [SEP] 4월 10일 구속된 김하일은 4월 13일 경기도 시흥시 정왕동 등 다섯 곳에서 2시간여에 걸쳐 진행된 현장검증에서 ""돌아간 와이프에게 미안하고 가족들에게 미안하고, 제가 죽을 죄를 지었습니다. 자살하려고 했기 때문에 ... 자살에 실패했습니다.""고 밝혔다."	32
요시다 [SEP] 일본 [SEP] 1952년 4월, 요시다 내각에게 미국이 제안한 것을 시작으로 만들어졌으며, 제2차 세계대전 종전이후 일본의 정보기관은 크게 3대 기관으로 분리돼 운용되고 있다.	7
이사벨 1세 [SEP] 엔리케 4세 [SEP] 카스티야의 왕위는 엔리케 4세의 이복동생인 이사벨 1세가 상속받아야 했지만, 아폰수 5세는 카스티야 왕위를 탐내며 분쟁에 개입하였다.	25
지바 롯데 마린스 [SEP] 퍼시픽 리그 [SEP] 퍼시픽 리그 우승 팀인 지바 롯데 마린스와의 일본 시리즈에서 3차전에서 등판했지만 상대 타자인 하시모토 다스쿠에게 2루타를 허용하여 강판당해 팀도 패했다.	15
"신동 [SEP] 41인치 [SEP] 다이어트에 성공한 신동은 ""다이어트 전 허리 둘레가 41인치였는데 지금은 36인치로 줄었다. 이전에 못 입던 옷들을 다 입을 수 있다""라고 말했다."	0
이강인 [SEP] 조율사 [SEP] 이강인이 사실상 '중원의 조율사' 역할을 맡으면서 남태희는 프리롤 역할로 자유롭게 전방을 헤집고 다닐 수 있었다.	0
예수 [SEP] 모세 [SEP] 신약성서에 따르면 예수의 모습이 변했을때 엘리야와 모세가 나타나서 예수가 십자가에서 별세하게 될 문제에 대해서 이야기했다고 한다.	0
수원 FC [SEP] 수원시 [SEP] 수원 FC(수원 시민프로축구단)는 경기도 수원시를 연고지로 하는 대한민국의 프로축구단이다.	20
윤상현 [SEP] A [SEP] A사가 건축주 윤상현에게 잔금지급을 요청하자 윤상현은 ‘인스타그램 등에 올려진 윤비하우스 사진을 당장 내려라, 내 이름으로 홍보하려면 돈을 내야 한다, 1억 5천만원을 협찬·할인해 주고 SNS 등을 통해 윤상현 집을 지었다고 홍보하라’고 수 차례나 요구하였습니다.	0
여기어때 [SEP] 엘리트 [SEP] 우선 여기어때는 롯데백화점 현장에서 쓸 수 있는 할인쿠폰(1만원)을 엘리트 회원에게 제공한다.	0
민주당 [SEP] 김대중 [SEP] 이철승이 조병옥과 장면으로 양분된 민주당에서 장면을 찾아 신파의 소장 실력자로 데뷔하자 김대중도 장면을 찾아 민주당 신파로 정치적 인연을 쌓는다.	10
충용군 [SEP] 김덕령 [SEP] 2월 27일 김덕령의 충용군이 산음에 주둔한다.	10
혼즈비 [SEP] 감독 [SEP] 하지만 혼즈비는 감독 조 매카시가 시즌 4경기만에 해고되어서 감독직을 맡았다.	0
손예령 [SEP] 30m [SEP] 또한 ‘팀 간판스타’인 손예령은 거리별 30m에서 금메달과 50m에서 동메달을 획득하며 겹경사를 울렸다.	0
아르테미스 [SEP] 아폴론 [SEP] 뒤늦게 사실을 깨달은 아르테미스는 아폴론의 아들이자 후에 의학의 신으로 숭배받게 되는 아스클레피오스에게 오리온을 살려달라고 애원했으나, 제우스가 이를 가로막았다.	0
"턱형 [SEP] 변호사 [SEP] 변호사들은 ""저희가 계약 효력에 대한 문제 제기를 할 때 턱형 측은 전부 부인을 한 상태다. 턱형 측도 방송 복귀를 하며 논란에 대한 입장을 밝히겠다고 한 상태다. 조금만 더 기다려주시면 좋은 결과를 가져올 수 있도록 하겠다""며 마무리했다."	0
요리노리 [SEP] 막부 [SEP] 11월 4일 마쓰다이라 요리노리가 “막부에 진의를 호소한다.”며 막부군을 유인하여 미토 성 아래에서 할복, 요리노리의 가신들 천명 정도가 투항, 후에 사쿠라 번이나 고가 번 등에 맡겨졌다.	0
안재현 [SEP] 방 [SEP] 방 변호사에 따르면 안재현 씨는 법적 증거를 통해 법원 판단을 받기 위해 이혼 소송은 제기할 것이나 형사 고소는 하지 않겠다는 의지를 보이고 있다고 전해졌다.	0
이낙연 [SEP] 문재인 [SEP] 2018년과 2019년에는 문재인 대통령은 참석하지 않았고, 당시 국무총리였던 이낙연 국무총리가 연설했다.	5
크리스토퍼 놀란 [SEP] 인셉션 [SEP] 크리스토퍼 놀란 감독 연출, 레오나르도 디카프리오 주연의 SF 블록버스터 '인셉션'이 개봉 10주년을 맞아 1월 29일 재개봉을 확정했다.	22
GO 트랜싯 [SEP] 캐나다 [SEP] 마운트데니스역(Mount Dennis Station)은 캐나다 온타리오주 토론토에 현재 지어지고 있는 토론토 교통국의 5호선 에글린턴, GO 트랜싯의 키치너선과 유니언-피어슨 급행간 환승역으로, 마운트데니스 지역의 에글린턴 애비뉴와 웨스턴 로드 동쪽에 위치해있다.	9
"박마리아 [SEP] 교수 [SEP] 전북대 교수 강준만은 박마리아가 3.15 선거 때 국회의원에 출마하려 했던 것을 두고 ""국회의원에 출마하려고 했던 점에 비추어 본다면 박마리아의 과욕 만큼은 틀림없는 사실이라고 평가하였다."	0
영국 정부 [SEP] 영국 [SEP] 이 법은 영국 국적 법령에 의해서 1948년에 폐지되어버렸지만, 1948년 이전에 태어난 팔츠의 조피의 개신교 후손에 한해서는 영국 정부에 신청을 하면 영국 국적을 얻을 수 있다.	9
AC 밀란 [SEP] 세리에 A [SEP] 아그본라호르는 개막전에서 오스트레일리아의 AIS를 상대로 골을 넣었고, 세리에 A의 AC 밀란과 2-2로 무승부를 기록한 경기에서도 골을 넣었다.	15
미즈노 에리나 [SEP] LDH [SEP] 2010년 4월 1일, 예능 사무소 LDH가 운영하는 댄스 스쿨 EXPG로부터, 미즈노 에리나, 나카지마 미오, 후지이 슈카, 시게토메 마나미의 4명이서 댄스 유닛으로서 결성. EXILE의 라이브 투어에 서포트 멤버로서 참가하는 등 활동을 개시한다.	4
유타 재즈 [SEP] NBA [SEP] 미국 프로농구 NBA 선수 루디 고베어(유타 재즈)가 코로나19 확진 판정을 받기 전 한 행동이 다시 주목받았다.	15
옹정제 [SEP] 건륭제 [SEP] 이 승리가 계기가 되어 훗날 옹정제의 아들 건륭제는 군사를 보내어 중가르와 위구르를 모두 평정하였다.	21
김복동 [SEP] 인권운동가 [SEP] 이곳 천안 망향의 동산엔 여성인권운동가인 고 김복동 할머니 등 54명의 위안부 피해자가 영면하고 있다.	2
SK하이닉스 [SEP] 반도체 [SEP] 삼성전자와 SK하이닉스 생산라인 구축에 참여한 한국 최고의 반도체 전문가 중 한 명인 만큼 박 회장 발언의 무게감은 상당하다고 할 수 있다.	0
사회당 [SEP] 2001년 [SEP] 2001년에 불가리아 사회당의 지도자가 되었으며, 2005년 8월 16일에 불가리아 국회의 투표를 통해 168대 67로 불가리아 총리직을 승인받았으며, 8월 17일에 공식적으로 총리가 되었다.	0
농심 [SEP] 관계자 [SEP] 농심 관계자는 “액상소스가 감자칩에 잘 스며들어 한층 깊고 진한 맛을 낸다”며 “분말소스로 맛을 낸 시중 감자칩과 차별점을 뒀다”고 설명했다.	10
원화왕후 [SEP] 연창궁부인 [SEP] 1017년(현종 8년) 음력 12월에는 현종이 원화왕후의 외조부인 최행언에게는 상서좌복야를, 외조모인 김씨에게는 풍산군대부인의 호를, 어머니 연창궁부인에게는 낙랑군대부인의 호를 추증하였다.	0
자유민주연합 [SEP] 자민련 [SEP] 처음에 자유민주연합에 잔류한 김학원 자민련 대표는 국민중심당과 합당하겠다고 하였으나 돌연 중단하고는, 결국 2006년 4월 한나라당과 합당했다.	6
경남대학교 [SEP] 박재규 [SEP] 경남대학교(총장 박재규)는 지역 고교생 초청 입시 설명회를 지난 21일부터 오는 12월 4일까지 교내 한마관 및 한마미래관에서 개최한다.	10
아틀레티코 마드리드 [SEP] 라리가 [SEP] 2019년 1월 10일 백승호는 아틀레티코 마드리드와의 코파 델 레이 경기에 선발로 출전해 66분동안 뛰면서 공식 경기에서 1군 데뷔전을 가졌고, 1월 28일 FC 바르셀로나와의 라리가 경기에서 후반 41분에 교체 투입되며 대한민국 선수로는 여섯 번째로 라리가 무대를 밟았다.	15
샤를 7세 [SEP] 바이에른의 이자보 [SEP] 샤를 6세와 바이에른의 이자보 사이에서 태어난 막내딸로 발루아의 이자벨의 동생이자 샤를 7세의 누나이다.	8
동남권원자력의학원 [SEP] 의학원장 [SEP] 동남권원자력의학원(의학원장 박상일)은 지난 12일 부산시청 12층 소회의실에서 개최된 「2019년 제2차 응급의료 위원회」에서 2019년 부산시 응급의료 유공 표창을 받았다.	10
천계제 [SEP] 숭정제 [SEP] 천계제가 붕어하고 숭정제가 즉위한 후에 의안황후(懿安皇后)라는 존호를 받았다.	21
AC 밀란 [SEP] 세리에 A [SEP] 안톤 치프리안 터터루샤누(1986년 2월 9일 ~)는 세리에 A의 AC 밀란와 루마니아 축구 국가대표팀에서 골키퍼로 뛰는 루마니아의 축구 선수다.	15
하이트진로 [SEP] 김인규 [SEP] 하이트진로(대표 김인규)는 과일탄산주 이슬톡톡과 네오팜의 더모코스메틱 브랜드 리얼베리어가 공동 마케팅을 통해 2030 소비자 공략에 나선다고 4일 밝혔다.	10
클럽메드 [SEP] 관계자 [SEP] 클럽메드 관계자는 “짧은 연휴 기간과 적은 공휴일에 망설이는 분들을 위해 가깝고, 부담 없이 떠날 수 있는 두 리조트를 프로모션 지역으로 선정했다”며 “본 프로모션을 통해 설 연휴와 봄방학 기간을 놓치지 않고 합리적인 금액으로 짧은 휴가를 알차게 쓸 수 있길 기대한다”고 전했다.	10
국제축구연맹 [SEP] FIFA [SEP] 2016년 축구장 시설을 국제축구연맹(FIFA)이 정한 길이 105m, 폭 68m의 국제규격으로 개선했다.	6
엠블랙 [SEP] 미르 [SEP] 엠블랙의 경우에도 미르는 멤버들을 제외한 자신의 정산 금액만 알 수 있었다고 한다.	10
최형식 [SEP] 딸기 [SEP] 최형식 담양군수는 “담양에서 자체 개발한 딸기가 국내를 넘어 해외에서까지 그 우수성을 인정받고 있어 앞으로 담양딸기의 더 큰 도약을 기대할 수 있게 됐다”고 말했다.	0
박헌영 [SEP] 한국 전쟁 [SEP] 전쟁 과정과 전쟁 이후에 김일성은 한국 전쟁의 책임을 박헌영, 김무정 등 자신의 정적들에게 전부 뒤집어씌우고 숙청하여 자신의 정적을 효과적으로 제거할 수 있게 됨으로써 '김일성 공산왕조체제'의 기반을 닦았다.	0
진도군 [SEP] 진도개 [SEP] 진도군 진도개축산과 관계자는 “진도개테마파크가 진도개의 우수성을 널리 알리고 진도군을 찾는 관광객에게 다시 찾고 싶은 관광명소로 거듭나길 기대한다”고 말했다.	0
강진군민장학재단 [SEP] 2019년 [SEP] 강진군민장학재단이 지난 11월 28일 2019년 제3차 이사회를 열고 2020년도 장학사업 계획을 확정했다.	0
에드워드 6세 [SEP] 헨리 8세 [SEP] 이후 헨리 8세와 에드워드 6세 시절 당시 진행된 영국화 정책으로 인하여, 청교도 혁명이 일어나자, 성당 내부에 있던 성물들, 가구들, 수도원들 일부가 병사들에 의하여 무너지거나 약탈당하기도 하였다.	0
"잉글랜드 대표팀 [SEP] 이탈리아 [SEP] 이번 결정에 따라 FA도 ""런던 웸블리 스타디움에서 열릴 예정이던 잉글랜드 대표팀의 이탈리아, 덴마크와의 친선경기 2연전이 취소됐다""면서 ""티켓은 환불될 것이다""고 밝혔다."	0
차정원 [SEP] 핸드메이드 코트 [SEP] 공개된 화보 속 차정원은 포근한 레이디라이크 핸드워머 니트부터, 고급스러운 캐시미어 핸드메이드 코트, 구스다운 패딩, 후리스 점퍼 등 다양한 겨울 아이템을 각각의 개성과 감각적인 스타일링으로 소화하는 모습을 선보이며 그녀만의 팔색조 같은 매력을 가감없이 드러냈다.	0
한전KDN [SEP] 한국전력공사 [SEP] 당초 광주광역시혁신도시와 전라남도혁신도시는 별개의 혁신도시로 추진되었으나 전력산업(한국전력공사, 한전KPS㈜, 한국전력거래소, 한전KDN㈜ 등 4개)을 유치한 광주광역시청과 전라남도청의 합의를 바탕으로 광주혁신도시를 전남지역에 건설하되 광주인근지역에 광주광역시와 전라남도의 공동혁신도시를 추진하기로 합의하였다.	0
김초혜 [SEP] 조정래 [SEP] 이번 강연은 김초혜 시인의 시 세계를 알 수 있는 특별강연과 독자의 이야기를 들어볼 수 있는 독자와의 만남이 이루어지며, 이와 함께 한국 문학의 거장인 조정래 작가의 책 사인회도 같이 진행할 예정으로 한국문학의 거장들과 함께 만나는 시간이 될 것으로 기대된다.	0
이삼용 [SEP] 이날 [SEP] 이날 이삼용 병원장은 축사를 통해 “그간 사업단별로 각종 심포지엄·세미나·기획회의 등을 통해 지적·인적 인프라를 구축해 특허논문 및 국책과제 수주 등의 노력을 기울여 왔다” 면서 “이를 바탕으로 연구자 및 사업단간 네트워크를 강화해 선진 의료연구 선도에 더욱 박차를 가하기를 바란다”고 밝혔다.	0
유시민 [SEP] 노무현 [SEP] (일명)조국 전쟁'에 종군(從軍) 중인 유시민 노무현재단 이사장이 유럽출장을 앞둔 자신에게 가족이 전한말을 밝히며 웃음을 선사했다.	0
"도끼 [SEP] A사 [SEP] 그는 ""명백한 허위다. A사는 증거 자료를 감출 이유가 전혀 없는데다 오히려 관련 자료를 적극 제출하고 있다. 반면 도끼 측은 구체적으로 A사가 어떤 법률을 위반했는지, 그 증거는 무엇인지 제시하지 못하고 있다""라고 했다."	0
아우구스투스 [SEP] 티베리우스 [SEP] 티베리우스는 반 아우구스투스파였던 아버지 클라우디우스 네로가 루키우스 안토니우스의 반란때 참여하자 1세때 부터 로마를 떠나서 페르시아와 네아폴리스, 시칠리아, 그리스로 도망치며 생활해야 했다.	0
제1공수특전여단 [SEP] 특수전사령부 [SEP] 출소 후 신체검사를 받지 않은 상태에서 강제로 군에 징집된 문재인은 1975년 8월 육군에 입대하였고 대한민국 39향토보병사단 신병훈련소를 거쳐 육군특수전사령부 예하 제1공수특전여단 제3특전대대 대대본부 작전과에서 복무했다.	15
"모리 데루모토 [SEP] 히로이에 [SEP] 당주가 된 후에 모리 데루모토(毛利輝元)에게 ""히로(広)""의 한 글자를 받아, ""히로이에(広家)""라고 개명한다."	0
정현복 [SEP] 시민 [SEP] 정현복 광양시장은 “가을이 절정에 이르는 10월, 시 승격 30주년을 맞아 시민이 일상에서 여가를 즐기고 관광객들의 마음을 움직여 ‘살고 싶은 곳, 여행가고 싶은 곳, 투자하고 싶은 곳’으로 도시 이미지를 변화하는 계기가 되도록 하겠다”며 많은 관광객이 찾아 줄 것을 당부했다.	0
신형원 [SEP] 개똥벌레 [SEP] 한편, 이날 콘서트에는 ‘꿈에’ ‘그대 내 맘에 들어 오면은’ 등 포크가수 조덕배와 ‘개똥벌레’ 가수 신형원이 출연해 2시간에 걸쳐 일상에 지친 마음을 어루만지는 치유와 감동의 무대를 선사하며 큰 호응을 얻었다.	22
자유당 [SEP] 국민당 [SEP] 과거에 존재했던 대한민국의 보수정당으로는 한국독립당, 대한독립촉성국민회, 조선민주당, 한국민주당, 대한국민당, 자유당, 민주공화당, 유신정우회, 한국국민당, 민주정의당, 신민주공화당, 민주자유당, 신한국당, 자유민주연합, 자유선진당, 자유한국당, 우리공화당, 바른미래당 등이 있다.	0
스페인 [SEP] 마드리드 [SEP] 바이에른 뮌헨의 감독으로 부임한 이후에도 분데스리가 3연패를 달성하면서 바르셀로나에서의 능력을 유감없이 보여주었지만 챔피언스리그에서는 세 시즌 연속으로 스페인 팀(레알 마드리드, FC 바르셀로나, 아틀레티코 마드리드)들과 4강전에서 만나 모두 패배하면서 챔피언스리그에서 두 번이나 우승했던 과르디올라 감독으로서는 조금 아쉬운 모습을 보여주었다.	20
동양방송 [SEP] TBC [SEP] 제2회 MBC 10대 가수상 신인부분에 정훈희와 함께 수상자가 되었으며 동년 년말 동양방송(TBC)신인가수상에는 이봉조 작곡 (사랑의 종말)이란 노래가 대히트 하였는데 차중락 본인이 가장 좋아했던 취입곡은 바로 방송금지곡 이었던 와 란 노래였다.	6
SPC그룹 [SEP] SPC행복한장학금 [SEP] SPC그룹의 대표적인 나눔 SPC행복한장학금상생 프로그램인 SPC행복한장학금은 파리바게뜨, 배스킨라빈스, 던킨도너츠 등 SPC그룹 매장에서 근무하는 아르바이트 대학생 중 근속기간과 가정형편 등을 고려해 매년 200명(한 학기당 100명)에게 등록금의 50%를 지원하는 제도다.	17
민주당 [SEP] 김대중 [SEP] 박 예비후보는 “흐르는 물은 썩지 않는다. 정치 변화와 혁신을 두려워하면 기득권을 지키는 적폐가 될 수밖에 없다”며 “김대중. 문재인 대통령님들과 대한민국 민주화와 정권교체를 이루었고 이제는 광주로부터, 광산으로부터 정치혁신을 위해 소명을 다할 것이다”고 더불어민주당 광산을 예비후보로 다짐을 밝혔다.	0
홍범도 [SEP] 대한독립군 [SEP] 1921년 6월 28일, 러시아 붉은 군대가 한인 무장 독립군들을 포위 사살한 자유시 참변이 발생하였다. 고려공산당 이르쿠츠파와 상하이파 간의 공산주의 권력다툼에 의해 민족주의 세력인 김좌진·홍범도·지청천 등의 대한독립군단이 막대한 피해를 입고 결국 와해되었으며, 이에 민족주의 세력은 공산주의 세력에 등을 돌리고 반공주의를 갖게 되었다.	4
염상섭 [SEP] 김동인 [SEP] 염상섭, 김동인, 나혜석, 김일엽, 김명순 등의 작가들이 시도했던 고백체 소설은 전통적인 가부장적 가족제도를 기반으로 한 성적인 금기에 도전한 것이었다.	0
전라남도 [SEP] 국토교통부 [SEP] 이같은 문화자원을 활용하기 위해 전라남도의 노력으로 2005년 12월 국토교통부로부터 ‘영산강 고대문화권 특정지역 지정 및 개발계획’에 반영됐다.	0
광평대군 [SEP] 학조 [SEP] 또한 학조가 세종의 아들인 광평대군과 영응대군의 땅과 백성들을 사취한 사실도 문제가 된 기록이었다.	0
카말라 [SEP] 모친 [SEP] 1934년 모친 카말라는 결국 장기적 분투 후에 결핵으로 사망하였다.	2
진도군의회 [SEP] 주민 [SEP] 진도군의회에 따르면 “우리군 도서지역의 대부분은 해상국립공원으로 지정되어 있어 공원 내 개발행위의 제한으로 주민들의 소중한 재산권이 침해되는 등 일상생활을 비롯한 정주여건의 어려움이 수년가 초래되고 있다”며 정부에 해상국립공원 구역을 전면 재조정 해 줄 것을 건의했다.	0
잉글랜드 프리미어리그 [SEP] 선수 [SEP] 테무 에이노 안테로 푸키(1990년 3월 29일 콧카 ~)는 핀란드의 축구 선수로 현재 잉글랜드 프리미어리그 노리치 시티의 공격수이며 핀란드 축구 국가대표팀의 새로운 에이스로 자리매김하고 있는 선수이다.	0
순천시 [SEP] 흑두루미 [SEP] 순천시관은 순천시의 특화자원인 순천만 습지 보호운동에서 시작하여 제1호 국가정원이 있기까지를 홀로그램과 전봇대, 흑두루미 등의 설치 작품으로 보여주었으며, 남북한 순천의 생태 즉 습지를 기반으로 하는 평화 경제의 비전을 제시함으로써 순천의 미래 성장 동력이 어디에 있는지를 느낄 수 있게 했다.	0
티맥스소프트 [SEP] 박대연 [SEP] 박대연 ㈜티맥스소프트 회장은 “4차 산업혁명시대의 변혁은 인공지능이 좌우할 것인데, 티맥스소프트는 집중적인 연구개발로 세계에서도 뛰어난 인공지능(AI) 기반 원천기술을 가지고 있다”며 “광주시와의 이번 협력사업이 상징성에 그치지 않고 인공지능(AI)사업의 성공적인 모델이 되어 전국으로 퍼져나가길 기대한다”고 밝혔다.	10
베이카우스리가 [SEP] 위쾨넨 [SEP] 2005년 시즌에 위쾨넨(핀란드의 2부 축구 리그) 우승을 차지하며 클럽 역사상 최초로 승격을 하여 2006년부터 베이카우스리가에서 활동하였으나 2015년 재정적인 어려움으로 인해 3부 리그로 강등되었으며, 2016년 3부 리그의 1위를 차지하며, 2017년부터 위쾨넨(핀란드의 2부 축구 리그), 2018년부터 베이카우스리가(Veikkausliiga)에서 활동하고 있다.	23
정부 [SEP] 프랑스 혁명 [SEP] 1792년 8월 10일 , 프랑스 혁명 정부는 국왕 루이 16세 체포권을 정지시켰다.	0
"유영철 [SEP] 연쇄살인 [SEP] 장지현 변호사(머니백)는 ""사형은 살인범죄 중에서도 가장 심각한 연쇄살인 또는 불특정 다수에 대한 무차별 살인의 경우로 한정돼 있다""며 ""강호순, 유영철과 같은 연쇄살인범, 총기난사로 부대원들을 살해한 임 병장 등은 사형이 선고돼 현재 복역 중에 있지만 여중생인 딸의 친구를 살해한 이영학에 대해서도 사형이 아닌 무기징역이 선고된 바 있다""고 말했다."	36
"윤종필 [SEP] 자유한국당 [SEP] 윤종필 자유한국당 의원은 이날 ""현재 청소년들 휴대폰 과의존 문제가 심각하다""라며 ""모바일 게임에서도 셧다운이 필요하다고 생각하냐""고 물었다."	4
국제축구연맹 [SEP] 잔니 인판티노 [SEP] 더군다나 이날 경기에는 잔니 인판티노 국제축구연맹(FIFA) 회장까지 관전했지만 북한은 '무관중 상태'로 킥오프에 나섰다.	10
제도혁명당 [SEP] PRI [SEP] 이후 당명을 제도혁명당(PRI)으로 바꾸었으며, 제2차 세계 대전을 사이에 두고 일당 독재 하에 국가의 개발을 진행했다.	6
전영 [SEP] 아들 [SEP] 전영 사후에 아들 맹상군(孟嘗君) 전문(田文)이 습봉되었다.	21
김립 [SEP] 한형권 [SEP] 이 돈 중 일부는 김원봉에 의하여 독립 운동 자금으로 사용되었을 뿐 운반 책임자인 한형권과 김립에 의하여 불투명하게 사용되었다는 사실이 밝혀지자 이동휘는 임정에서 심한 문책을 받았다.	5
완도군 [SEP] 코로나바이러스 [SEP] 전남 완도군은 지난 17일 신종 코로나바이러스(코로나19) 여파로 어려움에 처한 지역 상권을 살리기 위해 관내 식당 이용하기 운동 등 지역상권 활성화에 총력을 기울인다고 밝혔다.	0
A [SEP] 부부 [SEP] 이들 부부는 A 씨를 인근 개천에 놀러 온 손님으로 착각했던 것으로 전해졌다.	0
로버트 리 [SEP] 장군 [SEP] 7월 4일 ~ 7월 5일 사이, 로버트 리 장군의 박살난 군대는 게티즈버그에서 철수하기 시작하여 하게스타운과 윌리엄스포트를 향해 페어필드 도로를 따라 스튜어트 기병대의 엄호를 받으며 남서쪽으로 이동했다.	2
몽케 칸 [SEP] 쿠빌라이 칸 [SEP] 칭기즈 칸의 넷째 아들 툴루이의 부인으로 몽케 칸(원 헌종), 쿠빌라이 칸(원 세조)의 어머니가 된 소르칵타니 베키는 쟈하감보의 딸이자 옹 칸의 조카다.	25
유고슬라비아 [SEP] 세르비아 [SEP] 기존의 유고슬라비아 축구 국가대표팀과 세르비아 몬테네그로 축구 국가대표팀의 기록은 현재 세르비아 축구 국가대표팀이 승계하고 있다.	0
프랑스 [SEP] 지역 [SEP] 물론 프랑스의 부진 때문에 없애버린 것은 아니지만 그 전에도 전 대회 우승국이 다음 대회에서 부진하는 모습을 계속해서 보여왔고 그 이유가 지역예선 면제로 인한 실전 감각 저하가 그 원인으로 꾸준히 지적되었기에 결국 손을 보게 된 것이다.	0
종근당 [SEP] 전년 [SEP] 선 연구원은 “위식도역류질환치료제인 케이캡이 92억원 판매되면서 2019년 연간 328억원 매출을 기록했다”라며 “올해 약 500억원 이상의 매출 달성은 충분히 가능해 보인다. 기존 품목의 고른 성장과 신규 품목의 고성장세에 힘입어 올해 종근당의 탑라인은 전년대비 8% 이상 high single digit 성장률을 기록할 수 있을 것으로 보인다”라고 언급했다.	0
대소왕 [SEP] 서기 22년 [SEP] 대소왕(帶素王, 기원전 73년 ~ 서기 22년 음력 2월, 재위: 기원전 24년경 ~ 서기 22년 2월)은 부여의 왕으로 성은 해(解)이고 이름은 대소(帶素)이다. 고구려와 대립하다가 대무신왕의 공격을 받아 사망하였다.	14
콘스탄티누스 1세 [SEP] 헬레나 [SEP] 289년 아내이자 콘스탄티누스 1세의 친어머니인 헬레나와 이혼하고 막시미아누스 황제의 의붓딸인 테오도라와 재혼했다.	8
용병군 [SEP] 그리스 [SEP] 그러나 적의 우익에 배치되어 있던 그리스 용병군이 아테네 군으로 돌격해오자 아테네 군은 그리스 용병군과 교전을 할 수밖에 없었고, 스파르타를 지원하는 것은 불가능했다.	9
경찰 [SEP] 고유정 [SEP] 특히 B군의 친아버지, 즉 고유정의 현재 남편은 경찰의 압력을 받은 소방서 측이 사진을 자진 삭제한 것이라고 주장했다고 전했다.	0
정동균 [SEP] 국책 도로사업 [SEP] 정동균 양평군수는 “국책 도로사업이 행정력의 집중 및 정무적인 노력으로 일괄 예비타당성 조사용역 대상사업에 반영되는 가시적인 성과를 낼 수 있었다”고 반기며, “상기 사업이 모두 완공되면 양평군의 도로환경이 획기적으로 개선되는 만큼 도로확장 사업 완공될 시 까지 모든 행정력을 집중해 철저를 기하겠다”고 말했다.	0
인민수호부대 [SEP] 시리아 [SEP] 그러나 쿠르드 단체가 북부 시리아의 아랍인들에게 잔학한 행위를 했다는 논란이 일면서 인민수호부대가 주도하는 쿠르드 단체와 아랍 단체 간의 긴장이 증가했다.	0
덴지 천황 [SEP] 사이메이 천황 [SEP] 사이메이 천황 사후 덴지 천황이 7년이나 즉위하지 않고 있었던 것이 아니라 사실은 덴지 천황의 친여동생인 하시히토노 히메미코가 선대 고토쿠 천황의 황후 자격으로 황위를 이었다는 설의 근거는 《만요슈》(萬葉集)에 나오는 '중황명(中皇命)'이라는 인물의 존재이다.	0
"이인영 [SEP] 더불어민주당 [SEP] 이인영 더불어민주당 원내대표는 기자들과 만난자리에서 ""오늘은 국회를 열지 않기로 했다""며 ""민생법안 처리 가능성이 열린 것은 긍정적이라고 생각하고, 패스트트랙 관련 부분에 대한 문제가 남아 있기 때문에 그 문제를 어떻게 처리할 것인가 서로 지혜를 모아 만들어야 한다""고 말했다."	4
"고위공직자범죄수사처 [SEP] 공수처 [SEP] 그는 특히 고위공직자범죄수사처(공수처) 법안을 다음 국회로 넘겨야 한다는 어제(14일) 황교안 한국당 대표의 발언을 두고 ""지나쳐도 너무 지나친 극단적 오만이자 명백한 검찰 개악 가이드라인""이라고 강하게 비판했다."	6
전경선 [SEP] 김한종 [SEP] 신년인사회에는 김영록 도지사와 이용재 전라남도의회의장, 장석웅 전라남도교육감, 김남현 전라남도지방경찰청장, 김한종 전라남도의회 부의장, 전경선 전라남도의회 보건복지환경위원장, 대한노인회 시군지회장, 노인회 관계자 등 160여 명이 참석했다.	5
미키 다케오 [SEP] 일본 [SEP] 세계적으로는 아베 신조 및 미키 다케오 일본 총리, 조지 루카스와 로버트 저메키스 영화감독, 워런 크리스토퍼 전 미국 국무장관, 닐 암스트롱 우주비행사와 프랭크 게리 건축가가 유명한 동문으로 꼽힌다.	7
김용운 [SEP] 1955년 6월 5일 [SEP] 김용운(金容雲, 1955년 6월 5일 ~ 2005년 6월 5일)은 전 KBO 리그 MBC 청룡과 롯데 자이언츠의 선수인데 전주상고에 야구장학생으로 진학했지만 팀 동료와 주먹다짐을 한 끝에 중퇴한 후 고향에 돌아와 봉제공장에 취직했으며 뒷날 천호상업고등학교에 늦깎이 1학년으로 입학했으나(73년) 나이가 많아 제대로 경기에 나서지 못했던 3학년 시절 군대 영장이 날아오자 故 김계현 전 한국전력 감독이 군 입대를 미룰 수 있도록 한국전력 실업팀에 입단시켜줬고 이 과정에서 학교를 중퇴했으며 2년간 한전에서 선수로 뛴 뒤 육군 경리단에 입대했는데 군 제대를 앞둘 무렵 김계현 전 감독의 사망으로 실의에 빠졌지만 스승에 대한 사랑과 존경을 이어가며 79년 제대 후 다시 한전 유니폼을 입었다.	27
